Player,Position,Minutes,Impact,Fatigue_Score,Predicted Impact,Sub_Recommendation,Sub Early Probability
Marco Friedl,DF,2196.0,0.000910747,0.643442623,0.011794448,Sub Early,0.713697195
Marvin Friedrich,DF,1565.9999999999998,0.003192848,0.413793103,0.012005458,Monitor,0.504286488
Jeremie Frimpong,DF,2250.0,0.027111111,1.116,0.011776362,Sub Early,0.804506972
Jorge de Frutos,"FW,MF",1548.0,0.012273902,1.040697674,0.012011487,Sub Early,0.584708653
Chris Führich,"FW,MF",2565.0,0.026510721,0.821052632,0.011670857,Sub Early,0.844430813
Shiō Fukuda,"FW,MF",36.0,0.027777778,1.75,0.012517911,Monitor,0.235010297
Angelo Fulgini,MF,1377.0,0.029774873,1.032679739,0.012068761,Sub Early,0.56691551
Niclas Füllkrug,FW,180.0,0.011111111,1.1,0.01246968,Monitor,0.195018136
Gerardo Fusco,FW,18.0,0.055555556,0.0,0.01252394,Monitor,0.152763254
Daniel Fuzato,GK,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Matteo Gabbia,DF,1278.0,0.004694836,0.781690141,0.01210192,Sub Early,0.453757369
Gianluca Gaetano,"FW,MF",747.0000000000001,0.02811245,1.21686747,0.012279771,Sub Early,0.381394527
Roberto Gagliardini,"MF,DF",2358.0,0.009754029,0.763358779,0.011740189,Sub Early,0.777676787
Cody Gakpo,"FW,MF",1647.0,0.023072253,1.431693989,0.011978328,Sub Early,0.675375478
Javi Galán,DF,90.0,0.022222222,2.5,0.012499825,Monitor,0.30227635
Iñigo Ruiz de Galarreta,MF,2088.0,0.013409962,1.172413793,0.011830621,Sub Early,0.752004579
Pablo Galdames Millán,"MF,DF",9.0,0.0,7.0,0.012526955,Monitor,0.689394133
Conor Gallagher,MF,3131.9999999999995,0.020434227,1.563218391,0.011480948,Sub Early,0.936619394
Antonino Gallo,DF,2493.0,0.020056157,0.501805054,0.011694972,Monitor,0.802944878
Cristian Gamboa,DF,1188.0,0.009259259,0.742424242,0.012132064,Sub Early,0.430605207
Kévin Gameiro,"FW,MF",1350.0,0.022222222,0.726666667,0.012077805,Sub Early,0.509253493
Idrissa Gana Gueye,MF,1881.0,0.01010101,0.90430622,0.011899953,Sub Early,0.667466443
Ignatius Ganago,"FW,MF",180.0,0.022222222,1.1,0.01246968,Monitor,0.210666017
Aleix García,MF,3195.0,0.020657277,0.563380282,0.011459847,Monitor,0.912730474
Álvaro García,"FW,MF",2475.0,0.018585859,1.12,0.011701001,Sub Early,0.836732545
Dani García,MF,747.0000000000001,0.004016064,0.686746988,0.012279771,Sub Early,0.284704466
David García,DF,2331.0,0.002574003,0.55984556,0.011749232,Monitor,0.744061074
Eric García,DF,54.0,0.0,0.833333333,0.012511882,Monitor,0.14275884
Fran Garcia,DF,1395.0,0.015770609,0.787096774,0.012062732,Sub Early,0.51628199
Gonzalo García,"FW,MF",18.0,0.0,0.0,0.01252394,Monitor,0.100006784
Jastin García,FW,36.0,0.0,3.0,0.012517911,Monitor,0.292048495
Raúl García,"FW,MF",423.0,0.002364066,2.170212766,0.012388291,Monitor,0.327610587
Rubén García,"FW,MF",1548.0,0.023255814,1.151162791,0.012011487,Sub Early,0.618988717
Santiago García,FW,27.0,0.0,2.333333333,0.012520926,Monitor,0.234435772
Ulisses Garcia,DF,909.0,0.00880088,0.801980198,0.012225512,Sub Early,0.349816293
Unai García,DF,558.0,0.003584229,0.838709677,0.012343074,Monitor,0.24880339
Alejandro Garnacho,FW,2565.0,0.022222222,1.207017544,0.011670857,Sub Early,0.860560981
James Garner,MF,3006.0,0.015635396,0.78742515,0.01152315,Sub Early,0.896101666
Luca Garritano,"MF,DF",486.00000000000006,0.008230453,0.962962963,0.01236719,Monitor,0.248880285
Yarek Gasiorowski,DF,737.9999999999999,0.0,0.817073171,0.012282786,Sub Early,0.286601535
Johan Gastien,MF,2259.0,0.01416556,0.888446215,0.011773347,Sub Early,0.771335349
Federico Gatti,DF,2637.0,0.005309063,0.774744027,0.011646741,Sub Early,0.829259105
Federico Gattoni,"DF,FW",9.0,0.0,6.0,0.012526955,Monitor,0.590937701
Gavi,"MF,FW",945.0,0.013756614,1.704761905,0.012213454,Sub Early,0.464495785
Paulo Gazzaniga,GK,3420.0,0.000877193,0.031578947,0.011384486,Monitor,0.903670303
Yann Gboho,"MF,FW",1197.0,0.019214703,1.390977444,0.01212905,Sub Early,0.524369908
Dennis Geiger,MF,62.99999999999999,0.015873016,1.714285714,0.012508868,Monitor,0.220241359
Gelabert,"MF,FW",756.0,0.023809524,1.476190476,0.012276757,Sub Early,0.401773479
Francesco Gelli,"MF,DF",1557.0,0.016056519,1.080924855,0.012008473,Sub Early,0.59965932
Luca Gemello,GK,180.0,0.0,0.0,0.01246968,Monitor,0.120582181
Valentin Gendrey,DF,3041.9999999999995,0.009533202,0.718934911,0.011511092,Sub Early,0.892714678
Denis Genreau,"MF,FW",468.0,0.012820513,1.365384615,0.012373219,Monitor,0.285949306
Yannick Gerhardt,"MF,DF",1629.0000000000002,0.01043585,0.640883978,0.011984357,Sub Early,0.564520891
Anwar El Ghazi,"MF,DF",54.0,0.055555556,2.5,0.012511882,Monitor,0.356001354
Farés Ghedjemis,"FW,MF",180.0,0.011111111,1.4,0.01246968,Monitor,0.216040135
Saman Ghoddos,DF,737.9999999999999,0.013550136,1.085365854,0.012282786,Sub Early,0.336558831
Lautaro Gianetti,DF,630.0,0.003174603,0.614285714,0.012318959,Sub Early,0.247587633
Morgan Gibbs-White,"MF,FW",3159.0,0.028173473,1.256410256,0.011471904,Sub Early,0.934858357
Samuel Gigot,DF,1728.0,0.005787037,0.59375,0.011951199,Monitor,0.581090573
Bryan Gil,"FW,MF",207.0,0.019323671,1.826086957,0.012460637,Monitor,0.269075257
David Gil,GK,369.0,0.0,0.048780488,0.012406377,Monitor,0.151778101
Mario Gila,DF,1809.0,0.003869541,0.577114428,0.011924069,Monitor,0.600730767
Alfie Gilchrist,DF,207.0,0.004830918,0.956521739,0.012460637,Monitor,0.18257082
Ryan Giles,"DF,MF",504.0,0.009920635,0.607142857,0.012361161,Monitor,0.228057231
Billy Gilmour,MF,2124.0,0.010828625,0.826271186,0.011818564,Sub Early,0.72808083
Benedikt Gimber,DF,2025.0,0.002469136,0.844444444,0.011851722,Sub Early,0.688133325
Gvidas Gineitis,MF,540.0,0.014814815,0.783333333,0.012349103,Monitor,0.258402017
Matthias Ginter,DF,1917.0,0.003651539,0.291079812,0.011887896,Monitor,0.604421442
Olivier Giroud,FW,2367.0,0.023236164,1.262357414,0.011737174,Sub Early,0.831405439
Jamie Gittens,"FW,MF",1062.0,0.02165725,1.508474576,0.012174266,Sub Early,0.498528433
Klaus Gjasula,"DF,MF",1359.0,0.004415011,0.741721854,0.01207479,Sub Early,0.475022647
Serge Gnabry,"FW,MF",432.0,0.030092593,1.291666667,0.012385276,Monitor,0.300899032
Ben Godfrey,DF,1116.0,0.002688172,0.548387097,0.01215618,Monitor,0.374397698
Edoardo Goldaniga,DF,1008.0,0.003968254,0.678571429,0.012192353,Sub Early,0.35744225
Pierluigi Gollini,GK,630.0,0.0,0.0,0.012318959,Monitor,0.197343264
Aleksandr Golovin,"MF,FW",2151.0,0.028823803,1.087866109,0.01180952,Sub Early,0.783991019
André Gomes,"MF,FW",504.0,0.009920635,1.625,0.012361161,Monitor,0.313845945
Angel Gomes,MF,2574.0,0.021756022,0.723776224,0.011667842,Sub Early,0.834801796
João Gomes,MF,2646.0,0.008692366,1.319727891,0.011643727,Sub Early,0.864781397
Toti Gomes,DF,2772.0,0.003607504,0.636363636,0.011601525,Sub Early,0.843078811
Joe Gomez,DF,1782.0,0.012906846,0.97979798,0.011933112,Sub Early,0.651388282
Maxi Gómez,FW,1161.0,0.007751938,1.519379845,0.012141108,Sub Early,0.501526839
Moi Gómez,"MF,FW",2007.0,0.013452915,0.793721973,0.011857751,Sub Early,0.698879683
Papu Gómez,"MF,FW",45.0,0.022222222,0.0,0.012514897,Monitor,0.122551267
Sergio Gómez,"FW,MF",54.0,0.037037037,1.0,0.012511882,Monitor,0.198088762
Unai Gómez,MF,872.9999999999999,0.016036655,0.93814433,0.012237569,Sub Early,0.367015516
Iron Gomis,MF,135.0,0.022222222,1.2,0.012484753,Monitor,0.208108369
Maxime Gonalons,MF,1296.0,0.00617284,1.138888889,0.012095891,Sub Early,0.501033106
Édgar González,"DF,MF",2520.0,0.003571429,0.564285714,0.011685929,Monitor,0.789686885
Fabio González,MF,126.0,0.0,0.357142857,0.012487767,Monitor,0.129698312
Giovanni González,DF,2466.0,0.009326845,0.693430657,0.011704015,Sub Early,0.795527749
Hugo González,"MF,FW",90.0,0.055555556,2.9,0.012499825,Monitor,0.40751005
Iñaki González,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Joan Gonzàlez,MF,1287.0,0.013209013,1.125874126,0.012098906,Sub Early,0.512040402
Nicolás González,FW,1917.0,0.018779343,1.093896714,0.011887896,Sub Early,0.711051731
Peter González,"MF,FW",648.0,0.010802469,1.875,0.01231293,Sub Early,0.382183082
Urko González,MF,153.0,0.0,0.764705882,0.012478724,Monitor,0.15530744
Anthony Gordon,FW,2889.0,0.026998962,1.30529595,0.011562337,Sub Early,0.910863446
Leon Goretzka,MF,2241.0,0.020080321,0.526104418,0.011779376,Monitor,0.748087573
Mathieu Gorgelin,GK,90.0,0.0,0.2,0.012499825,Monitor,0.117343686
Andoni Gorosabel,DF,2853.0,0.005608132,0.753943218,0.011574395,Sub Early,0.86463734
Robin Gosens,"DF,MF",2286.0,0.018372703,0.874015748,0.011764304,Sub Early,0.782681774
Mario Götze,MF,2070.0,0.019323671,0.82173913,0.01183665,Sub Early,0.728476206
Amine Gouiri,"FW,MF",2070.0,0.014975845,1.082608696,0.01183665,Sub Early,0.742891445
Jeffrey Gouweleeuw,DF,2592.0,0.00617284,0.461805556,0.011661813,Monitor,0.801409489
Pablo Gozalbez,"MF,FW",99.0,0.0,1.636363636,0.01249681,Monitor,0.199517874
Jonathan Gradit,DF,2115.0,0.002836879,0.663829787,0.011821578,Sub Early,0.697165447
Jens Grahl,GK,180.0,0.011111111,0.0,0.01246968,Monitor,0.131231139
Samuel Grandsir,"MF,FW",603.0,0.026533997,1.671641791,0.012328002,Sub Early,0.380141279
Alberto Grassi,MF,1809.0,0.003869541,0.651741294,0.011924069,Sub Early,0.608392233
Ryan Gravenberch,MF,1125.0,0.015111111,1.952,0.012153165,Sub Early,0.552134619
Adrian Grbić,FW,27.0,0.0,1.333333333,0.012520926,Monitor,0.166189609
Ivo Grbić,GK,774.0,0.0,0.023255814,0.012270728,Monitor,0.230386054
Jack Grealish,"FW,MF",1008.0,0.029761905,0.946428571,0.012192353,Sub Early,0.438633071
Mason Greenwood,"MF,FW",2664.0,0.018768769,1.290540541,0.011637698,Sub Early,0.875904289
Michael Gregoritsch,FW,1683.0,0.015448604,1.048128342,0.011966271,Sub Early,0.633710825
Dominik Greif,GK,90.0,0.0,0.0,0.012499825,Monitor,0.108735993
Antoine Griezmann,"FW,MF",2646.0,0.024565382,0.741496599,0.011643727,Sub Early,0.851392892
Vincenzo Grifo,"MF,FW",2322.0,0.031007752,0.748062016,0.011752246,Sub Early,0.799645262
Florian Grillitsch,"DF,MF",2295.0,0.011328976,0.568627451,0.01176129,Monitor,0.750357986
Álex Grimaldo,DF,2781.0,0.036317871,0.789644013,0.01159851,Sub Early,0.885322516
Christian Groß,"DF,MF",801.0,0.011235955,0.97752809,0.012261685,Sub Early,0.339978789
Pascal Groß,"MF,DF",3114.0,0.037572254,0.638728324,0.011486977,Sub Early,0.918494687
Brajan Gruda,"MF,FW",1638.0,0.030525031,2.054945055,0.011981343,Sub Early,0.741448212
Vicente Guaita,GK,2403.0,0.0,0.056179775,0.011725116,Monitor,0.715427331
Andrés Guardado,MF,450.0,0.011111111,1.4,0.012379248,Monitor,0.281198189
Sergi Guardiola,"FW,MF",495.0,0.012121212,1.890909091,0.012364175,Monitor,0.34062467
Nemanja Gudelj,"DF,MF",1745.9999999999998,0.005154639,0.721649485,0.01194517,Sub Early,0.598693776
Gabriel Gudmundsson,"DF,FW",1269.0,0.011032309,1.184397163,0.012104935,Sub Early,0.507744325
Gonçalo Guedes,"FW,MF",954.0,0.025157233,1.386792453,0.01221044,Sub Early,0.458149735
Axel Gueguin,"DF,FW",135.0,0.007407407,0.8,0.012484753,Monitor,0.162842885
Marc Guéhi,DF,2025.0,0.003950617,0.364444444,0.011851722,Monitor,0.645240119
Mattéo Guendouzi,MF,2367.0,0.01182932,0.703422053,0.011737174,Sub Early,0.77837131
Javier Guerra,MF,2502.0,0.006794564,1.176258993,0.011691958,Sub Early,0.830696785
Raphaël Guerreiro,"DF,MF",1188.0,0.021885522,0.401515152,0.012132064,Monitor,0.421706767
Axel Guessand,DF,45.0,0.0,2.4,0.012514897,Monitor,0.243894727
Evann Guessand,FW,1557.0,0.013487476,2.462427746,0.012008473,Sub Early,0.726103328
Ander Guevara,MF,2934.0,0.007498296,0.840490798,0.011547265,Sub Early,0.882165591
Pape Gueye,"MF,DF",765.0,0.006535948,1.270588235,0.012273743,Sub Early,0.348599136
Josuha Guilavogui,DF,405.0,0.004938272,1.0,0.01239432,Monitor,0.227499799
Morgan Guilavogui,"FW,MF",567.0,0.028218695,2.158730159,0.01234006,Monitor,0.422673567
Frederic Guilbert,"DF,MF",2493.0,0.010028079,0.776173285,0.011694972,Sub Early,0.807718557
Hugo Guillamón,MF,1314.0,0.00761035,1.054794521,0.012089862,Sub Early,0.500975362
Bruno Guimarães,MF,3266.9999999999995,0.023569024,1.134986226,0.011435731,Sub Early,0.93771435
Serhou Guirassy,FW,2205.0,0.038095238,1.379591837,0.011791434,Sub Early,0.827100229
Marc Guiu,"FW,MF",72.0,0.027777778,2.125,0.012505854,Monitor,0.274387378
Péter Gulácsi,GK,1170.0,0.0,0.0,0.012138093,Monitor,0.331314198
Manuel Gulde,DF,2043.0,0.001957905,0.502202643,0.011845694,Monitor,0.660009419
Arda Güler,"FW,MF",378.0,0.021164021,1.5,0.012403363,Monitor,0.288758509
Gerard Gumbau,MF,2673.0,0.016460905,0.949494949,0.011634684,Sub Early,0.85806537
Robert Gumny,DF,477.0,0.004192872,1.566037736,0.012370204,Monitor,0.290601597
İlkay Gündoğan,MF,2996.9999999999995,0.037037037,0.621621622,0.011526164,Sub Early,0.905358262
Christian Günter,DF,1062.0,0.019774011,0.593220339,0.012174266,Monitor,0.397630804
Jon Guridi,MF,2682.0,0.014541387,0.708053691,0.011631669,Sub Early,0.844300678
Gorka Guruzeta,FW,2214.0,0.020776874,1.573170732,0.011788419,Sub Early,0.818932012
Malo Gusto,DF,1755.0,0.021652422,1.071794872,0.011942155,Sub Early,0.669476579
Miguel Gutiérrez,DF,3033.0000000000005,0.016815035,0.940652819,0.011514106,Sub Early,0.906001226
Albert Guðmundsson,"FW,MF",3015.0,0.032835821,1.337313433,0.011520135,Sub Early,0.927730226
Joško Gvardiol,DF,2331.0,0.00986701,0.61003861,0.011749232,Sub Early,0.759927813
Emmanuel Gyasi,"DF,FW",1881.0,0.006911217,1.129186603,0.011899953,Sub Early,0.682553002
Norbert Gyömbér,DF,1764.0000000000002,0.002834467,0.923469388,0.011939141,Sub Early,0.620068295
Erling Haaland,FW,2556.0,0.023865415,0.774647887,0.011673871,Sub Early,0.837114905
Nicolas Haas,MF,90.0,0.0,0.9,0.012499825,Monitor,0.152229961
Janik Haberer,"MF,DF",1224.0,0.009803922,1.088235294,0.012120007,Sub Early,0.480156905
Robin Hack,"FW,MF",1350.0,0.027407407,1.673333333,0.012077805,Sub Early,0.619809198
Antwoine Hackford,FW,9.0,0.0,4.0,0.012526955,Monitor,0.379646885
Munir El Haddadi,FW,2448.0,0.011846405,1.161764706,0.011710044,Sub Early,0.826108199
Jaouen Hadjam,DF,108.0,0.037037037,2.333333333,0.012493796,Monitor,0.319598932
Ianis Hagi,"MF,FW",801.0,0.032459426,1.08988764,0.012261685,Sub Early,0.394074924
Amadou Haidara,MF,1530.0,0.013071895,0.588235294,0.012017516,Monitor,0.532807966
Massadio Haïdara,DF,737.9999999999999,0.002710027,0.719512195,0.012282786,Sub Early,0.282877702
Oualid El Hajjam,"DF,MF",396.00000000000006,0.017676768,1.659090909,0.012397334,Monitor,0.301507987
Achraf Hakimi,DF,1935.0,0.026873385,0.948837209,0.011881867,Sub Early,0.717497903
Lewis Hall,DF,782.9999999999999,0.005108557,0.632183908,0.012267714,Sub Early,0.291431587
Sébastien Haller,FW,396.00000000000006,0.015151515,1.545454545,0.012397334,Monitor,0.286809469
Gustavo Hamer,MF,2906.9999999999995,0.02751978,0.978328173,0.011556308,Sub Early,0.901295666
Andreas Hanche-Olsen,DF,990.0,0.002020202,0.590909091,0.012198382,Monitor,0.339738362
Isak Hansen-Aarøen,MF,27.0,0.037037037,3.0,0.012520926,Monitor,0.360215474
Ridgeciano Haps,DF,774.0,0.005167959,0.709302326,0.012270728,Sub Early,0.295986321
Genki Haraguchi,MF,27.0,0.0,2.0,0.012520926,Monitor,0.209725659
Amine Harit,"MF,FW",1818.0,0.02310231,1.183168317,0.011921054,Sub Early,0.700154328
Luke Harris,MF,72.0,0.0,0.75,0.012505854,Monitor,0.141244507
Jack Harrison,"MF,FW",2214.0,0.01535682,1.357723577,0.011788419,Sub Early,0.797280049
Abdou Harroui,"MF,FW",1017.0,0.021632252,1.504424779,0.012189339,Sub Early,0.483446582
Makoto Hasebe,"DF,MF",216.0,0.0,0.75,0.012457623,Monitor,0.165463065
Daiki Hashioka,DF,594.0,0.005050505,0.939393939,0.012331017,Monitor,0.268494437
Hans Hateboer,DF,1116.0,0.020609319,0.725806452,0.01215618,Sub Early,0.430194778
Pantelis Hatzidiakos,DF,855.0,0.001169591,0.494736842,0.012243598,Monitor,0.291449136
Kai Havertz,"MF,FW",2637.0,0.025028441,1.313993174,0.011646741,Sub Early,0.879083472
Thorgan Hazard,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Jan Paul van Hecke,DF,2367.0,0.004224757,0.433460076,0.011737174,Monitor,0.745358272
Hwang Hee-chan,"FW,MF",2115.0,0.015130024,1.382978723,0.011821578,Sub Early,0.77726212
Silvan Hefti,"MF,DF",117.0,0.0,0.769230769,0.012490781,Monitor,0.149524088
Dominique Heintz,DF,567.0,0.012345679,0.714285714,0.01234006,Monitor,0.255323254
Dean Henderson,GK,1620.0,0.0,0.044444444,0.011987372,Monitor,0.475216688
Liam Henderson,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Benjamin Henrichs,DF,2529.0,0.018189008,0.779359431,0.011682914,Sub Early,0.82555467
Henrique,DF,603.0,0.009950249,0.611940299,0.012328002,Sub Early,0.251895682
Luis Henrique,"FW,DF",782.9999999999999,0.014048531,0.770114943,0.012267714,Sub Early,0.320535261
Luiz Henrique,FW,612.0,0.022875817,1.102941176,0.012324988,Sub Early,0.320087579
Matheus Henrique,MF,2502.0,0.01598721,0.863309353,0.011691958,Sub Early,0.822922544
Rico Henry,DF,405.0,0.012345679,1.022222222,0.01239432,Monitor,0.240781712
Thomas Henry,FW,333.0,0.015015015,2.783783784,0.012418435,Monitor,0.386493049
Christophe Hérelle,DF,1620.0,0.000617284,0.483333333,0.011987372,Monitor,0.523643005
Mario Hermoso,DF,2556.0,0.007042254,0.697183099,0.011673871,Sub Early,0.811083882
Javi Hernández,DF,2511.0,0.01393867,0.985663082,0.011688943,Sub Early,0.829579347
Aridane Hernández,DF,1692.0,0.00177305,0.377659574,0.011963256,Monitor,0.538116687
Lucas Hernández,DF,1908.0,0.007337526,0.683962264,0.01189091,Sub Early,0.648643315
Luis Hernández,DF,720.0,0.009722222,0.4,0.012288815,Monitor,0.26314131
Theo Hernández,DF,2790.0,0.018996416,0.829032258,0.011595496,Sub Early,0.872305564
Jorge Herrando,DF,1647.0,0.001821494,0.557377049,0.011978328,Monitor,0.542886717
Ander Herrera,MF,1026.0,0.014619883,0.833333333,0.012186324,Sub Early,0.400386466
Cristian Herrera,"FW,MF",162.0,0.012345679,2.388888889,0.012475709,Monitor,0.293836974
Sergio Herrera,GK,2871.0,0.000348311,0.037617555,0.011568366,Monitor,0.821164746
Yangel Herrera,MF,2106.0,0.010921178,1.730769231,0.011824593,Sub Early,0.79425845
Patrick Herrmann,"FW,DF",90.0,0.033333333,1.5,0.012499825,Monitor,0.237014995
Juan Herzog,DF,288.0,0.006944444,0.28125,0.012433507,Monitor,0.159026036
Son Heung-min,FW,2934.0,0.032379005,0.791411043,0.011547265,Sub Early,0.901037802
Aaron Hickey,DF,711.0,0.00140647,1.215189873,0.012291829,Sub Early,0.317830473
Isak Hien,DF,864.0,0.0,0.666666667,0.012240584,Sub Early,0.307244412
James Hill,DF,72.0,0.0,0.875,0.012505854,Monitor,0.147881905
Piero Hincapié,DF,1485.0,0.006060606,0.581818182,0.012032588,Monitor,0.502295123
Jack Hinshelwood,DF,872.9999999999999,0.012600229,0.731958763,0.012237569,Sub Early,0.339947329
Adam Hložek,"MF,FW",459.0,0.030501089,1.294117647,0.012376233,Monitor,0.309304715
Nicolas Höfler,MF,2331.0,0.004719005,0.71042471,0.011749232,Sub Early,0.759609406
Jonas Hofmann,MF,2205.0,0.040816327,0.751020408,0.011791434,Sub Early,0.789012922
Philipp Hofmann,FW,1575.0,0.015873016,1.337142857,0.012002444,Sub Early,0.630843322
Lucas Höler,"FW,MF",2304.0,0.017795139,1.26953125,0.011758275,Sub Early,0.812987636
Mason Holgate,DF,711.0,0.00140647,0.594936709,0.012291829,Monitor,0.263059907
Fabian Holland,"MF,DF",1836.0,0.010348584,0.975490196,0.011915025,Sub Early,0.661745051
Benedict Hollerbach,"FW,MF",1278.0,0.01486698,2.5,0.01210192,Sub Early,0.654990712
Emil Holm,DF,945.0,0.006349206,1.828571429,0.012213454,Sub Early,0.461668363
Gerrit Holtmann,"MF,FW",396.00000000000006,0.012626263,1.954545455,0.012397334,Monitor,0.3192434
Martin Hongla,MF,1080.0,0.008333333,0.416666667,0.012168238,Monitor,0.361815713
Franck Honorat,"DF,FW",2349.0,0.04299702,0.509578544,0.011743203,Monitor,0.805520675
Mathias Honsak,"FW,MF",1017.0,0.013765978,2.194690265,0.012189339,Sub Early,0.540325743
Sydney van Hooijdonk,FW,216.0,0.009259259,1.416666667,0.012457623,Monitor,0.222500129
Fraser Hornby,"FW,MF",216.0,0.018518519,1.375,0.012457623,Monitor,0.233550059
Lukáš Hrádecký,GK,2970.0,0.0,0.024242424,0.011535207,Monitor,0.838071448
Xabier Huarte Armendáriz,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Timo Hübers,DF,2781.0,0.002157497,0.608414239,0.01159851,Sub Early,0.841356904
Callum Hudson-Odoi,"FW,MF",1854.0,0.024271845,0.86407767,0.011908997,Sub Early,0.683067922
Will Hughes,MF,1890.0,0.011640212,1.033333333,0.011896939,Sub Early,0.685086795
Dean Huijsen,DF,513.0,0.005847953,0.877192982,0.012358147,Monitor,0.244687695
Mats Hummels,DF,1584.0000000000002,0.007575758,0.414772727,0.011999429,Monitor,0.519768047
Denis Huseinbasic,MF,1629.0000000000002,0.011663597,0.939226519,0.011984357,Sub Early,0.598291109
Elseid Hysaj,DF,1197.0,0.007518797,0.706766917,0.01212905,Sub Early,0.426002205
Pierre Højbjerg,MF,1314.0,0.006849315,1.01369863,0.012089862,Sub Early,0.494905697
Rasmus Højlund,FW,2160.0,0.018518519,1.1,0.011806506,Sub Early,0.77139005
Iago,DF,1620.0,0.011728395,0.811111111,0.011987372,Sub Early,0.58229868
Pablo Ibáñez,MF,1152.0,0.013020833,1.28125,0.012144122,Sub Early,0.484523168
Arijon Ibrahimović,"FW,DF",477.0,0.020964361,1.490566038,0.012370204,Monitor,0.31459061
Iglesias,"DF,FW",1413.0,0.009200283,0.611464968,0.012056704,Sub Early,0.488961048
Borja Iglesias,FW,405.0,0.02962963,1.888888889,0.01239432,Monitor,0.348505084
Igor,DF,1638.0,0.004273504,0.587912088,0.011981343,Monitor,0.548538688
Jonathan Ikone,FW,1683.0,0.011289364,0.909090909,0.011966271,Sub Early,0.611167165
Chukwubuikem Ikwuemesi,FW,1062.0,0.009416196,2.686440678,0.012174266,Sub Early,0.597083753
Andrej Ilic,FW,9.0,0.0,3.0,0.012526955,Monitor,0.284857555
Ivan Ilić,MF,2097.0,0.02479733,0.86695279,0.011827607,Sub Early,0.748202978
Samuel Iling-Junior,"DF,MF",810.0,0.027160494,1.277777778,0.01225867,Sub Early,0.405158241
Imanol,DF,522.0,0.003831418,0.672413793,0.012355132,Monitor,0.227763801
Ciro Immobile,FW,1655.9999999999998,0.015096618,1.576086957,0.011975314,Sub Early,0.676294676
Gino Infantino,MF,99.0,0.01010101,1.636363636,0.01249681,Monitor,0.213946351
Danny Ings,FW,405.0,0.014814815,1.111111111,0.01239432,Monitor,0.251860903
Bonke Innocent,MF,207.0,0.009661836,1.086956522,0.012460637,Monitor,0.197670242
Tim Iroegbunam,MF,162.0,0.0,1.944444444,0.012475709,Monitor,0.235906596
Alexander Isak,FW,2259.0,0.022133687,0.956175299,0.011773347,Sub Early,0.788245055
Gustav Isaksen,FW,1071.0,0.021475257,1.756302521,0.012171252,Sub Early,0.527630682
Isco,MF,2322.0,0.040482343,1.662790698,0.011752246,Sub Early,0.865233664
Thomas Isherwood,DF,639.0,0.001564945,0.535211268,0.012315945,Monitor,0.240886727
Ismaily,DF,2466.0,0.00486618,0.638686131,0.011704015,Sub Early,0.785194363
Ardian Ismajli,DF,2043.0,0.001957905,0.431718062,0.011845694,Monitor,0.653184553
Yanis Issoufou,MF,9.0,0.0,3.0,0.012526955,Monitor,0.284857555
Ko Itakura,"DF,MF",1593.0,0.005021971,0.734463277,0.011996415,Sub Early,0.551276757
Hiroki Ito,DF,2232.0,0.009408602,0.423387097,0.011782391,Monitor,0.719031966
Junya Ito,"FW,MF",2718.0,0.033112583,1.145695364,0.011619611,Sub Early,0.889638371
Diego Iturralde,DF,36.0,0.0,0.75,0.012517911,Monitor,0.135672547
Alex Iwobi,MF,144.0,0.027777778,0.75,0.012481738,Monitor,0.187013882
Armando Izzo,DF,1647.0,0.004250152,0.841530055,0.011978328,Sub Early,0.578143915
Nicolas Jackson,FW,2799.0,0.020364416,1.453376206,0.011592482,Sub Early,0.90143036
Jérémy Jacquet,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Lee Jae-sung,"MF,FW",2115.0,0.019385343,1.008510638,0.011821578,Sub Early,0.75510833
Paul Jaeckel,DF,234.0,0.008547009,0.153846154,0.012451594,Monitor,0.144758624
Filip Jagiełło,MF,36.0,0.0,0.0,0.012517911,Monitor,0.102128846
Kristijan Jakić,MF,1053.0,0.009496676,0.803418803,0.012177281,Sub Early,0.395009309
Ismail Jakobs,DF,1467.0,0.013633265,1.171779141,0.012038617,Sub Early,0.575703334
Ablie Jallow,"MF,FW",918.0,0.018518519,1.078431373,0.012222497,Sub Early,0.400165164
Reece James,DF,423.0,0.030732861,0.893617021,0.012388291,Monitor,0.265015488
Vitaly Janelt,"MF,DF",3051.0,0.013438217,0.604719764,0.011508078,Sub Early,0.892393828
Jakub Jankto,"MF,FW",872.9999999999999,0.010309278,0.773195876,0.012237569,Sub Early,0.33944218
Tony Jantschke,"DF,MF",27.0,0.0,1.0,0.012520926,Monitor,0.147288871
Adnan Januzaj,"FW,MF",189.0,0.010582011,2.333333333,0.012466666,Monitor,0.29296868
Mikel Jauregizar,MF,153.0,0.013071895,1.647058824,0.012478724,Monitor,0.231342222
Luis Javier Suárez,FW,918.0,0.01416122,1.764705882,0.012222497,Sub Early,0.463061165
Danley Jean-Jacques,MF,2682.0,0.003728561,0.932885906,0.011631669,Sub Early,0.844608093
