Player,Position,Minutes,Impact,Fatigue_Score,Predicted Impact,Sub_Recommendation,Sub Early Probability
Max Aarons,DF,1233.0,0.00648824,0.656934307,0.012116992,Sub Early,0.430001504
Brenden Aaronson,"MF,FW",1269.0,0.020488574,1.531914894,0.012104935,Sub Early,0.565278399
Paxten Aaronson,MF,99.0,0.02020202,3.454545455,0.01249681,Monitor,0.393534366
Yunis Abdelhamid,DF,2781.0,0.004314995,0.582524272,0.01159851,Monitor,0.842379319
Salis Abdul Samed,MF,1520.9999999999998,0.003944773,1.171597633,0.01202053,Sub Early,0.572177005
Nabil Aberdin,DF,180.0,0.0,0.35,0.01246968,Monitor,0.1374512
Laurent Abergel,MF,2862.0,0.011530398,0.767295597,0.011571381,Sub Early,0.87251339
Matthis Abline,FW,1044.0,0.021072797,2.0,0.012180295,Sub Early,0.544072011
Abner,DF,1404.0,0.006410256,0.807692308,0.012059718,Sub Early,0.501029333
Zakaria Aboukhlal,"MF,FW",756.0,0.010582011,1.702380952,0.012276757,Sub Early,0.397427223
Abdel Abqar,DF,2313.0,0.001297017,0.696498054,0.011755261,Sub Early,0.748642389
Tammy Abraham,FW,243.00000000000003,0.016460905,2.074074074,0.012448579,Monitor,0.295035813
Francesco Acerbi,DF,2385.0,0.004612159,0.283018868,0.011731145,Monitor,0.738103463
Joshua Acheampong,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Marcos Acuña,DF,1296.0,0.020061728,1.027777778,0.012095891,Sub Early,0.519348058
Akor Adams,FW,2250.0,0.011555556,1.572,0.011776362,Sub Early,0.813815503
Tyler Adams,MF,117.0,0.008547009,0.923076923,0.012490781,Monitor,0.16828938
Junior Adamu,"FW,MF",108.0,0.009259259,3.416666667,0.012493796,Monitor,0.369954399
Sargis Adamyan,"FW,MF",801.0,0.018726592,1.865168539,0.012261685,Sub Early,0.445979302
Tosin Adarabioyo,DF,1620.0,0.002469136,0.277777778,0.011987372,Monitor,0.505625521
Elijah Adebayo,FW,1422.0,0.016877637,2.094936709,0.012053689,Sub Early,0.661834242
Karim Adeyemi,"FW,MF",909.0,0.01430143,1.871287129,0.012225512,Sub Early,0.471851919
Simon Adingra,FW,2223.0,0.017993702,1.153846154,0.011785405,Sub Early,0.788595566
Nathaniel Adjei,DF,1242.0,0.002415459,0.594202899,0.012113978,Monitor,0.417610048
Amine Adli,"MF,FW",900.0,0.034444444,1.2,0.012228526,Sub Early,0.440985271
Yacine Adli,MF,1404.0,0.017806268,1.0,0.012059718,Sub Early,0.546365656
Adryelson,"DF,FW",9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Adson,"MF,FW",234.0,0.012820513,1.076923077,0.012451594,Monitor,0.20707135
Michel Aebischer,MF,2232.0,0.008064516,0.947580645,0.011782391,Sub Early,0.760070531
Emmanuel Agbadou,DF,2592.0,0.005401235,0.663194444,0.011661813,Sub Early,0.813799433
Julen Agirrezabala,GK,234.0,0.0,0.0,0.012451594,Monitor,0.128212678
Lucien Agoume,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Felix Agu,"DF,MF",1610.9999999999998,0.004345127,0.988826816,0.011990386,Sub Early,0.582373943
Nayef Aguerd,DF,1854.0,0.002696872,0.373786408,0.011908997,Monitor,0.591306676
Ruben Aguilar,DF,1926.0,0.015576324,0.887850467,0.011884881,Sub Early,0.689071658
Brandon Aguilera,FW,9.0,0.0,9.0,0.012526955,Monitor,0.839724381
Naouirou Ahamada,"MF,FW",351.0,0.002849003,1.743589744,0.012412406,Monitor,0.270629856
Anel Ahmedhodžić,DF,2646.0,0.003401361,0.615646259,0.011643727,Sub Early,0.818633808
Joseph Aidoo,DF,405.0,0.002469136,0.355555556,0.01239432,Monitor,0.179351075
Ola Aina,DF,1692.0,0.007683215,0.829787234,0.011963256,Sub Early,0.598308655
Rayan Aït-Nouri,"DF,MF",2331.0,0.012012012,1.131274131,0.011749232,Sub Early,0.801359881
Tosin Aiyegun,"MF,FW",900.0,0.01,1.12,0.012228526,Sub Early,0.381188746
Kristoffer Ajer,DF,1836.0,0.008169935,0.730392157,0.011915025,Sub Early,0.633402509
Ludovic Ajorque,FW,1359.0,0.013245033,1.721854305,0.01207479,Sub Early,0.598172667
Manuel Akanji,"DF,MF",2511.0,0.005973716,0.415770609,0.011688943,Monitor,0.780487972
Marley Aké,FW,9.0,0.0,4.0,0.012526955,Monitor,0.379646885
Nathan Aké,DF,2043.0,0.006852668,0.273127753,0.011845694,Monitor,0.64739528
Ilias Akhomach,"MF,FW",1512.0,0.016534392,1.946428571,0.012023545,Sub Early,0.672937539
Sergio Akieme,DF,1674.0000000000002,0.01135006,0.634408602,0.011969285,Sub Early,0.580081974
Ebenezer Akinsanmiro,MF,18.0,0.055555556,2.0,0.01252394,Monitor,0.298552474
Maghnes Akliouche,"MF,FW",1610.9999999999998,0.030415891,1.525139665,0.011990386,Sub Early,0.68783116
Paul Akouokou,MF,27.0,0.0,1.0,0.012520926,Monitor,0.147288871
Jean-Daniel Akpa-Akpro,MF,702.0,0.001424501,1.371794872,0.012294844,Sub Early,0.330034592
David Akpan Ankeye,FW,54.0,0.0,2.333333333,0.012511882,Monitor,0.240782421
Kevin Akpoguma,DF,1098.0,0.004553734,0.81147541,0.012162209,Sub Early,0.39950756
David Alaba,DF,1152.0,0.009548611,0.28125,0.012144122,Monitor,0.372472105
Luis Alberto,MF,2313.0,0.03285776,0.754863813,0.011755261,Sub Early,0.800822034
Raúl Albiol,DF,2034.0,0.001966568,0.508849558,0.011848708,Monitor,0.658043441
Thiago Alcántara,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Carlos Alcaraz,MF,378.0,0.007936508,1.119047619,0.012403363,Monitor,0.235003389
Rubén Alcaraz,MF,3131.9999999999995,0.00862069,1.126436782,0.011480948,Sub Early,0.917026368
Omar Alderete,DF,2196.0,0.006375228,0.618852459,0.011794448,Sub Early,0.721207867
Iván Alejo,MF,1692.0,0.010638298,2.111702128,0.011963256,Sub Early,0.726051889
Carles Aleñá,MF,1017.0,0.019665683,1.575221239,0.012189339,Sub Early,0.486760723
Trent Alexander-Arnold,DF,2151.0,0.033007903,0.615062762,0.01180952,Sub Early,0.754450428
Aboubacar Ali,"MF,FW",126.0,0.015873016,2.0,0.012487767,Monitor,0.257345896
Mohamed Ali Cho,"FW,MF",252.0,0.003968254,1.964285714,0.012445565,Monitor,0.265930536
Faride Alidou,"FW,MF",1278.0,0.014084507,1.598591549,0.01210192,Sub Early,0.561469097
Nabil Alioui,"MF,FW",1008.0,0.028769841,1.107142857,0.012192353,Sub Early,0.453549964
Alisson,GK,2520.0,0.000396825,0.075,0.011685929,Monitor,0.747487568
Tadeo Allende,"MF,FW",333.0,0.009009009,1.081081081,0.012418435,Monitor,0.22345824
Jim Allevinah,"MF,DF",1863.0,0.012345679,1.270531401,0.011905982,Sub Early,0.700613722
Domingos André Ribeiro Almeida,"FW,MF",963.0,0.016614746,1.08411215,0.012207425,Sub Early,0.410831165
Miguel Almirón,FW,1935.0,0.014470284,0.8,0.011881867,Sub Early,0.681374961
Pontus Almqvist,"FW,MF",2106.0,0.014245014,1.423076923,0.011824593,Sub Early,0.776886198
Marcos Alonso,DF,252.0,0.01984127,1.035714286,0.012445565,Monitor,0.218259746
Adrià Altimira,"DF,MF",774.0,0.002583979,0.813953488,0.012270728,Sub Early,0.300681032
Sergi Altimira,MF,567.0,0.008818342,0.920634921,0.01234006,Monitor,0.266483452
Edson Álvarez,MF,2376.0,0.005892256,1.034090909,0.01173416,Sub Early,0.795459412
Gastón Álvarez,DF,2538.0,0.00394011,0.890070922,0.0116799,Sub Early,0.81600564
Hugo Álvarez,"MF,DF",765.0,0.02745098,1.047058824,0.012273743,Sub Early,0.368428976
Julián Álvarez,"MF,FW",2646.0,0.03250189,1.010204082,0.011643727,Sub Early,0.873262047
Yeray Álvarez,DF,1152.0,0.002604167,0.625,0.012144122,Sub Early,0.393049547
Skelly Alvero,MF,423.0,0.004728132,1.531914894,0.012388291,Monitor,0.27437696
Papa Amadou Diallo,FW,891.0,0.016835017,1.454545455,0.012231541,Sub Early,0.427278928
Selim Amallah,"FW,MF",603.0,0.008291874,2.835820896,0.012328002,Sub Early,0.463081805
Amath,"FW,MF",396.00000000000006,0.007575758,2.772727273,0.012397334,Monitor,0.389386432
Lorenzo Amatucci,MF,18.0,0.0,1.5,0.01252394,Monitor,0.17465608
Jordan Amavi,DF,90.0,0.011111111,1.2,0.012499825,Monitor,0.183685912
Zeki Amdouni,FW,1953.0,0.011264721,1.557603687,0.011875838,Sub Early,0.746659468
Kelvin Amian,DF,801.0,0.007490637,0.97752809,0.012261685,Sub Early,0.332694814
Bruno Amione,DF,576.0,0.001736111,1.03125,0.012337046,Monitor,0.265990024
Michael Amir Murillo,DF,999.0,0.012012012,0.648648649,0.012195367,Sub Early,0.367972121
Nadiem Amiri,MF,1314.0,0.043378995,0.897260274,0.012089862,Sub Early,0.561660331
Sofyan Amrabat,"MF,DF",936.0,0.006410256,1.153846154,0.012216468,Sub Early,0.388283661
Joachim Andersen,DF,3411.0,0.007329229,0.493403694,0.0113875,Monitor,0.922838553
Elliot Anderson,"MF,FW",1026.0,0.016569201,1.587719298,0.012186324,Sub Early,0.484279396
Felipe Anderson,"FW,MF",2772.0,0.019119769,1.155844156,0.011601525,Sub Early,0.884888898
Benjamin André,MF,2574.0,0.008935509,0.996503497,0.011667842,Sub Early,0.835547301
Komnen Andrić,FW,171.0,0.023391813,2.0,0.012472695,Monitor,0.281728652
Robert Andrich,"MF,DF",1692.0,0.016548463,0.686170213,0.011963256,Sub Early,0.602044337
Miguel Ángel Rubio,DF,1557.0,0.001926782,0.63583815,0.012008473,Sub Early,0.522433013
Angeliño,DF,1143.0,0.017497813,0.622047244,0.012147137,Sub Early,0.421238974
Ângelo,"FW,MF",1098.0,0.026411658,1.754098361,0.012162209,Sub Early,0.546796822
Fabrizio Angileri,"DF,MF",162.0,0.024691358,0.666666667,0.012475709,Monitor,0.181108904
Jaidon Anthony,FW,153.0,0.0,2.0,0.012478724,Monitor,0.238109
Waldemar Anton,DF,2889.0,0.004153686,0.626168224,0.011562337,Sub Early,0.862180916
Michail Antonio,FW,1692.0,0.009456265,1.930851064,0.011963256,Sub Early,0.708212425
Antony,FW,1323.0,0.01814059,1.163265306,0.012086848,Sub Early,0.538402507
Christopher Antwi-Adjei,"FW,MF",1215.0,0.023045267,1.281481481,0.012123021,Sub Early,0.526791356
Houssem Aouar,"MF,FW",756.0,0.018518519,1.19047619,0.012276757,Sub Early,0.361956952
Stredair Appuah,"FW,MF",81.0,0.0,2.111111111,0.012502839,Monitor,0.229915182
Mauro Arambarri,MF,342.0,0.005847953,2.052631579,0.012415421,Monitor,0.300637985
Jon Aramburu,DF,540.0,0.0,1.05,0.012349103,Monitor,0.255621039
Asaf Arania,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Julian Araujo,DF,1458.0,0.011659808,1.018518519,0.012041631,Sub Early,0.552423822
Ronald Araújo,DF,1998.0,0.005505506,0.644144144,0.011860766,Sub Early,0.667479708
Oliver Arblaster,MF,945.0,0.011640212,0.819047619,0.012213454,Sub Early,0.367940486
Cameron Archer,"FW,MF",1836.0,0.015250545,1.411764706,0.011915025,Sub Early,0.711185257
Alphonse Areola,GK,2700.0,0.0,0.026666667,0.01162564,Monitor,0.784928409
Adu Ares,FW,261.0,0.003831418,1.75862069,0.012442551,Monitor,0.251015475
Jesús Areso,DF,2664.0,0.016141141,1.027027027,0.011637698,Sub Early,0.860343324
Matias Arezo,FW,369.0,0.005420054,1.073170732,0.012406377,Monitor,0.225555807
Iñigo Arguibide,DF,18.0,0.0,3.5,0.01252394,Monitor,0.333123636
Yoël Armougom,"DF,MF",234.0,0.021367521,0.5,0.012451594,Monitor,0.180057768
José Arnaiz,"FW,MF",927.0,0.018338727,1.339805825,0.012219483,Sub Early,0.42986093
Hákon Arnar Haraldsson,"FW,MF",1287.0,0.013209013,1.13986014,0.012098906,Sub Early,0.513540975
Marko Arnautović,FW,801.0,0.029962547,1.359550562,0.012261685,Sub Early,0.416741278
Maximilian Arnold,MF,2502.0,0.020383693,0.751798561,0.011691958,Sub Early,0.821522069
Sergio Arribas,"MF,FW",2043.0,0.026921194,0.898678414,0.011845694,Sub Early,0.740987461
Kepa Arrizabalaga,GK,1197.0,0.0,0.015037594,0.01212905,Monitor,0.340570584
Arthur,DF,180.0,0.038888889,0.7,0.01246968,Monitor,0.206283309
Takuma Asano,"FW,MF",1989.0,0.014077426,1.07239819,0.01186378,Sub Early,0.719852163
Marco Asensio,"MF,FW",1116.0,0.037634409,0.612903226,0.01215618,Sub Early,0.454823099
Kristjan Asllani,MF,782.9999999999999,0.014048531,0.436781609,0.012267714,Monitor,0.290189999
Joel Asoro,"FW,MF",846.0,0.013002364,1.723404255,0.012246613,Sub Early,0.433081316
Iago Aspas,FW,2709.0,0.04023625,0.92358804,0.011622626,Sub Early,0.88514282
Lorenz Assignon,DF,1233.0,0.01297648,1.591240876,0.012116992,Sub Early,0.543867133
Youcef Atal,DF,360.0,0.013888889,0.825,0.012409392,Monitor,0.217883489
Valentin Atangana Edoa,MF,558.0,0.003584229,1.693548387,0.012343074,Monitor,0.323463955
Arthur Atta,"MF,FW",927.0,0.01618123,1.184466019,0.012219483,Sub Early,0.409042052
Noah Atubolu,GK,3060.0,0.0,0.023529412,0.011505063,Monitor,0.853263654
Pierre-Emerick Aubameyang,FW,2619.0,0.019854906,0.697594502,0.01165277,Sub Early,0.838976829
Emil Audero,GK,333.0,0.0,0.0,0.012418435,Monitor,0.143270606
Tommaso Augello,DF,2421.0,0.011978521,0.516728625,0.011719088,Monitor,0.776849324
Carlos Augusto,DF,1728.0,0.012731481,0.713541667,0.011951199,Sub Early,0.608069144
Yann Aurel Bisseck,DF,900.0,0.003333333,0.58,0.012228526,Monitor,0.315507965
Serge Aurier,"DF,MF",837.0000000000001,0.007168459,0.688172043,0.012249627,Sub Early,0.315101482
Ezequiel Ávila,"FW,MF",864.0,0.028935185,0.833333333,0.012240584,Sub Early,0.380047708
Taiwo Awoniyi,FW,1044.0,0.018199234,1.577586207,0.012180295,Sub Early,0.492576958
André Ayew,FW,1107.0,0.011743451,1.219512195,0.012159194,Sub Early,0.460590756
Jordan Ayew,"FW,MF",2547.0,0.014134276,1.756183746,0.011676886,Sub Early,0.876745493
Neil El Aynaoui,MF,1565.9999999999998,0.012132822,0.994252874,0.012005458,Sub Early,0.585238669
Sardar Azmoun,"FW,MF",585.0,0.018803419,1.538461538,0.012334031,Monitor,0.345957364
César Azpilicueta,DF,1422.0,0.011954993,0.85443038,0.012053689,Sub Early,0.523946216
Paulo Azzi,"DF,MF",954.0,0.009433962,0.688679245,0.01221044,Sub Early,0.353293667
Oussama El Azzouzi,MF,549.0,0.018214936,1.147540984,0.012346089,Monitor,0.298054559
Iddrisu Baba,MF,1431.0,0.004192872,1.062893082,0.012050675,Sub Early,0.532312074
Srđan Babić,DF,90.0,0.0,0.6,0.012499825,Monitor,0.136337257
Shavy Babicka,"FW,MF",369.0,0.008130081,1.634146341,0.012406377,Monitor,0.275068483
Aliou Badara Baldé,"FW,DF",72.0,0.0,1.75,0.012505854,Monitor,0.201725195
Loïc Bade,DF,2277.0,0.004391744,0.517786561,0.011767318,Monitor,0.730052071
Milan Badelj,MF,2538.0,0.008668243,0.737588652,0.0116799,Sub Early,0.812331262
Matthias Bader,"DF,MF",1800.0,0.011666667,0.985,0.011927083,Sub Early,0.654738369
Benoît Badiashile,DF,1341.0,0.005219985,0.543624161,0.012080819,Monitor,0.449817322
Alex Baena,"MF,FW",2583.0,0.038327526,1.543554007,0.011664828,Sub Early,0.893610705
Jaime Báez,"FW,MF",504.0,0.017857143,1.142857143,0.012361161,Monitor,0.284936976
Nicola Bagnolini,GK,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Leon Bailey,"MF,FW",2070.0,0.034299517,1.269565217,0.01183665,Sub Early,0.787464166
Eric Bailly,DF,837.0000000000001,0.0,0.451612903,0.012249627,Monitor,0.280814651
Stefan Bajcetic,MF,27.0,0.0,1.0,0.012520926,Monitor,0.147288871
Nedim Bajrami,"MF,FW",1314.0,0.01978691,0.98630137,0.012089862,Sub Early,0.520134703
Cédric Bakambu,FW,198.00000000000003,0.015151515,2.636363636,0.012463652,Monitor,0.331949462
Tiemoué Bakayoko,MF,1314.0,0.005327245,1.212328767,0.012089862,Sub Early,0.512912371
Mitchel Bakker,DF,378.0,0.010582011,1.285714286,0.012403363,Monitor,0.252438888
Ridle Baku,"DF,MF",2016.0,0.014880952,1.214285714,0.011854737,Sub Early,0.740140564
Dilane Bakwa,"FW,MF",2178.0,0.026629936,1.243801653,0.011800477,Sub Early,0.797697417
Tommaso Baldanzi,"MF,FW",747.0000000000001,0.020080321,1.084337349,0.012279771,Sub Early,0.35193782
Alejandro Balde,DF,1377.0,0.01016703,1.026143791,0.012068761,Sub Early,0.523888417
George Baldock,DF,972.0,0.008230453,0.935185185,0.012204411,Sub Early,0.380869266
Carlos Baleba,MF,1323.0,0.006046863,1.346938776,0.012086848,Sub Early,0.531811369
Leonardo Balerdi,DF,2268.0,0.00308642,0.619047619,0.011770333,Sub Early,0.734060103
Iván Balliu,DF,2871.0,0.008707767,0.761755486,0.011568366,Sub Early,0.870802469
Fodé Ballo-Touré,"DF,MF",72.0,0.0,1.75,0.012505854,Monitor,0.201725195
Folarin Balogun,FW,1692.0,0.022458629,2.207446809,0.011963256,Sub Early,0.753764393
Jonathan Bamba,"MF,FW",1980.0,0.021717172,1.095454545,0.011866795,Sub Early,0.732729711
Mohamed Bamba,FW,1134.0,0.022045855,1.555555556,0.012150151,Sub Early,0.52775886
Samuel Bamba,FW,45.0,0.022222222,4.6,0.012514897,Monitor,0.501739715
Lameck Banda,FW,1350.0,0.022222222,2.233333333,0.012077805,Sub Early,0.664641788
Daniel Bandeira,MF,450.0,0.006666667,0.7,0.012379248,Monitor,0.217914332
Mamady Bangré,"FW,MF",99.0,0.070707071,2.636363636,0.01249681,Monitor,0.414888932
Mattia Bani,DF,2304.0,0.001736111,0.47265625,0.011758275,Monitor,0.728574836
Léo Baptistão,FW,1836.0,0.013616558,1.117647059,0.011915025,Sub Early,0.681484653
Shandon Baptiste,MF,225.0,0.026666667,1.72,0.012454608,Monitor,0.277370959
Antonín Barák,"MF,FW",810.0,0.02345679,0.977777778,0.01225867,Sub Early,0.36699692
Valentín Barco,"DF,FW",306.0,0.013071895,1.264705882,0.012427478,Monitor,0.237505284
Bradley Barcola,FW,270.0,0.014814815,1.4,0.012439536,Monitor,0.242350869
Melvin Bard,DF,2655.0,0.007909605,1.013559322,0.011640712,Sub Early,0.849279352
Nicolò Barella,MF,2844.0,0.01652602,0.803797468,0.011577409,Sub Early,0.876447591
Kike Barja,"FW,MF",306.0,0.016339869,2.882352941,0.012427478,Monitor,0.390968998
Ross Barkley,MF,2619.0,0.020236732,0.670103093,0.01165277,Sub Early,0.83782804
Aymen Barkok,"MF,FW",324.0,0.018518519,2.694444444,0.01242145,Monitor,0.38187514
Harvey Barnes,"FW,MF",801.0,0.026217228,0.752808989,0.012261685,Sub Early,0.347655515
Leandro Barreiro Martins,MF,2610.0,0.009578544,1.234482759,0.011655785,Sub Early,0.855694583
Enzo Barrenechea,MF,2808.0,0.009259259,0.628205128,0.011589467,Sub Early,0.854926233
Ander Barrenetxea,"FW,MF",1431.0,0.012578616,1.905660377,0.012050675,Sub Early,0.637473809
Pablo Barrios,MF,1557.0,0.010918433,1.38150289,0.012008473,Sub Early,0.619719825
Davide Bartesaghi,"DF,MF",81.0,0.0,0.777777778,0.012502839,Monitor,0.144132346
Marc Bartra,DF,225.0,0.0,0.72,0.012454608,Monitor,0.165296818
Federico Baschirotto,DF,3294.0,0.000910747,0.396174863,0.011426688,Monitor,0.903090862
Steven Baseya,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Chris Basham,"DF,MF",324.0,0.00617284,0.527777778,0.01242145,Monitor,0.17951602
Toma Bašić,MF,1161.0,0.013781223,1.11627907,0.012141108,Sub Early,0.471413994
Calvin Bassey,DF,2304.0,0.000868056,0.4140625,0.011758275,Monitor,0.722054921
Alessandro Bastoni,DF,2268.0,0.011463845,0.599206349,0.011770333,Monitor,0.746454765
Simone Bastoni,"MF,DF",747.0000000000001,0.017402945,1.265060241,0.012279771,Sub Early,0.364415656
Augusto Batalla,GK,1530.0,0.000653595,0.058823529,0.012017516,Monitor,0.449142995
Daniel Batz,GK,360.0,0.0,0.0,0.012409392,Monitor,0.147625144
Maximilian Bauer,DF,810.0,0.001234568,0.766666667,0.01225867,Sub Early,0.303770715
Elias Baum,"DF,MF",27.0,0.0,3.666666667,0.012520926,Monitor,0.351868098
Oliver Baumann,GK,3060.0,0.000980392,0.014705882,0.011505063,Monitor,0.853857752
Christoph Baumgartner,"MF,FW",1161.0,0.018949182,1.852713178,0.012141108,Sub Early,0.561393133
Bebé,"MF,FW",216.0,0.023148148,1.75,0.012457623,Monitor,0.271506466
Ihlas Bebou,"FW,DF",1638.0,0.016483516,1.813186813,0.011981343,Sub Early,0.695792818
Mohamed Bechikh,"FW,MF",18.0,0.0,2.0,0.01252394,Monitor,0.207796547
Adrian Beck,"MF,FW",972.0,0.013374486,1.333333333,0.012204411,Sub Early,0.432893044
Owen Beck,DF,9.0,0.0,4.0,0.012526955,Monitor,0.379646885
Sheraldo Becker,"FW,MF",774.0,0.015503876,1.104651163,0.012270728,Sub Early,0.352824555
Chris Bedia,"FW,MF",144.0,0.027777778,2.8125,0.012481738,Monitor,0.358058583
Donny van de Beek,"MF,FW",360.0,0.008333333,1.175,0.012409392,Monitor,0.235746355
Yanis Begraoui,"FW,MF",297.0,0.006734007,1.909090909,0.012430493,Monitor,0.277563675
Kevin Behrens,FW,612.0,0.016339869,1.264705882,0.012324988,Sub Early,0.322818667
Maximilian Beier,"FW,MF",2421.0,0.016935151,1.408921933,0.011719088,Sub Early,0.842073119
Jérémie Bela,"MF,FW",207.0,0.014492754,0.695652174,0.012460637,Monitor,0.178451923
Reda Belahyane,MF,90.0,0.0,0.7,0.012499825,Monitor,0.141473372
Amari'i Bell,DF,1719.0000000000002,0.004653869,0.722513089,0.011954213,Sub Early,0.589281593
Stefan Bell,DF,666.0,0.001501502,0.594594595,0.012306901,Monitor,0.252025554
Alaa Bellaarouch,GK,1350.0,0.000740741,0.013333333,0.012077805,Monitor,0.387819147
Raoul Bellanova,DF,3041.9999999999995,0.019723866,0.686390533,0.011511092,Sub Early,0.899672495
Jean-Ricner Bellegarde,"MF,FW",954.0,0.01572327,1.235849057,0.01221044,Sub Early,0.421940096
Héctor Bellerín,DF,1710.0,0.009356725,0.884210526,0.011957227,Sub Early,0.612951028
Jude Bellingham,MF,2313.0,0.031560744,1.241245136,0.011755261,Sub Early,0.830477218
Jeanuël Belocian,DF,1449.0000000000002,0.004830918,0.422360248,0.012044646,Monitor,0.470851111
Andrea Belotti,FW,945.0,0.008465608,1.304761905,0.012213454,Sub Early,0.410926847
Fran Beltrán,MF,2430.0,0.007407407,0.740740741,0.011716073,Sub Early,0.788423825
Lucas Beltrán,"FW,MF",1692.0,0.019503546,1.638297872,0.011963256,Sub Early,0.700278613
Eliesse Ben Seghir,"MF,FW",432.0,0.018518519,1.0625,0.012385276,Monitor,0.260710222
Anis Ben Slimane,MF,423.0,0.007092199,1.212765957,0.012388291,Monitor,0.25180918
Wissam Ben Yedder,FW,2313.0,0.023778642,0.906614786,0.011755261,Sub Early,0.798589499
Carlos Benavídez,MF,1134.0,0.008818342,1.333333333,0.012150151,Sub Early,0.475136888
Ismaël Bennacer,MF,1152.0,0.018229167,0.984375,0.012144122,Sub Early,0.464052582
Saïd Benrahma,"FW,MF",621.0,0.019323671,1.057971014,0.012321973,Sub Early,0.311749546
Ramy Bensebaini,DF,1035.0,0.005797101,1.130434783,0.01218331,Sub Early,0.415454694
Nabil Bentaleb,MF,1971.0,0.008625063,0.872146119,0.011869809,Sub Early,0.687158125
Rodrigo Bentancur,MF,1008.0,0.009920635,1.232142857,0.012192353,Sub Early,0.426317707
Daniel Bentley,GK,387.0,0.0,0.0,0.012400349,Monitor,0.152088538
Lucas Beraldo,DF,1008.0,0.004960317,0.473214286,0.012192353,Monitor,0.339386667
Domenico Berardi,FW,1431.0,0.027253669,1.383647799,0.012050675,Sub Early,0.614935173
Yuri Berchiche,DF,1926.0,0.009345794,0.677570093,0.011884881,Sub Early,0.65727902
Álex Berenguer,FW,1593.0,0.026993095,1.502824859,0.011996415,Sub Early,0.674198303
Bartosz Bereszyński,DF,1764.0000000000002,0.005102041,0.770408163,0.011939141,Sub Early,0.609179404
Jóhann Berg Guðmundsson,"MF,FW",1188.0,0.032828283,0.840909091,0.012132064,Sub Early,0.492068066
Sander Berge,MF,3006.0,0.010645376,0.69760479,0.01152315,Sub Early,0.888210367
Etrit Berisha,GK,1260.0,0.0,0.028571429,0.012107949,Monitor,0.360501526
Medon Berisha,"FW,MF",207.0,0.024154589,1.260869565,0.012460637,Monitor,0.231482819
Mergim Berisha,FW,144.0,0.013888889,2.9375,0.012481738,Monitor,0.342733952
Bernardo,DF,2925.0,0.004786325,0.947692308,0.01155028,Sub Early,0.88327627
Victor Bernth Kristiansen,DF,2304.0,0.011284722,0.58984375,0.011758275,Monitor,0.754160631
Matúš Bero,"MF,FW",1665.0,0.007807808,1.351351351,0.0119723,Sub Early,0.643010526
Luke Berry,"MF,DF",324.0,0.015432099,1.111111111,0.01242145,Monitor,0.233537371
Dimitry Bertaud,GK,360.0,0.0,0.0,0.012409392,Monitor,0.147625144
Jan-Niklas Beste,"FW,MF",2601.0,0.034217609,1.038062284,0.011658799,Sub Early,0.869736638
Beto,FW,954.0,0.014675052,2.405660377,0.01221044,Sub Early,0.544487677
Sam Beukema,DF,2547.0,0.003533569,0.416961131,0.011676886,Monitor,0.784904195
Jordan Beyer,DF,1233.0,0.00324412,0.474452555,0.012116992,Monitor,0.404083958
Pep Biel,"MF,FW",288.0,0.013888889,2.4375,0.012433507,Monitor,0.336485817
Jaka Bijol,DF,2088.0,0.001436782,0.448275862,0.011830621,Monitor,0.666863183
El Bilal Touré,FW,396.00000000000006,0.022727273,2.613636364,0.012397334,Monitor,0.404633141
Philip Billing,MF,1395.0,0.019354839,1.109677419,0.012062732,Sub Early,0.558459237
Cristiano Biraghi,DF,2358.0,0.022476675,0.79389313,0.011740189,Sub Early,0.798371101
Davide Biraschi,DF,90.0,0.011111111,0.0,0.012499825,Monitor,0.118479726
Samuele Birindelli,DF,2016.0,0.012896825,1.089285714,0.011854737,Sub Early,0.726260295
Tom Bischof,"MF,FW",180.0,0.038888889,1.15,0.01246968,Monitor,0.239718083
Yves Bissouma,MF,2070.0,0.00531401,1.126086957,0.01183665,Sub Early,0.73018059
Leonardo Bittencourt,MF,1575.0,0.018412698,1.531428571,0.012002444,Sub Early,0.655069825
Marco Bizot,GK,2880.0,0.001041667,0.04375,0.011565352,Monitor,0.824134241
Antonio Blanco,MF,2430.0,0.008641975,0.722222222,0.011716073,Sub Early,0.788891214
Rubén Blanco,GK,117.0,0.0,0.0,0.012490781,Monitor,0.11217833
Hendry Blank,DF,45.0,0.0,0.0,0.012514897,Monitor,0.103204774
Ludovic Blas,"FW,MF",1565.9999999999998,0.01596424,1.712643678,0.012005458,Sub Early,0.665123142
Janis Blaswich,GK,1890.0,0.000529101,0.019047619,0.011896939,Monitor,0.560910146
Alexis Blin,MF,1638.0,0.005494505,0.565934066,0.011981343,Monitor,0.548835915
Daley Blind,DF,2970.0,0.006734007,0.427272727,0.011535207,Monitor,0.867116592
Myron Boadu,FW,81.0,0.012345679,4.111111111,0.012502839,Monitor,0.439711934
